K,TurbPower,Smoothness,Curve structure
1,3.12,-0.002144228668787773,0.0014701206059779537
2,3.12,0.05204460329413735,0.1156952355345415
4,3.12,0.14070357578571951,0.258386486933873
8,3.12,0.256936373508669,0.2962941890154079
16,3.12,0.3583398247413338,0.2604238456552702
32,3.12,0.46031449825511644,0.18721522739493188
64,3.12,0.5748029759938822,0.0886190462772139
128,3.12,0.6507717150808012,0.014950790910577307
1,3.22,-0.0022276883389769075,0.0033480300872463786
2,3.22,0.049013602360817254,0.11150664986767461
4,3.22,0.13293534665314194,0.25716753707902607
8,3.22,0.24858264715832862,0.300009316265651
16,3.22,0.35346872840249216,0.26341011255547614
32,3.22,0.4533188625034967,0.19277182470783855
64,3.22,0.5597534925006276,0.10218623110137869
128,3.22,0.6437050872126662,0.02185193554819735
1,3.33,-0.0017374208576313444,0.002273492802308652
2,3.33,0.04450305682393502,0.10728446433548755
4,3.33,0.128539686482326,0.25180741376195154
8,3.33,0.2450009232648686,0.300127475267771
16,3.33,0.3507730798482442,0.26469522566764514
32,3.33,0.44612331618028794,0.19924742009525398
64,3.33,0.5469472813238123,0.11428031638073134
128,3.33,0.642270851968606,0.023297172100536057
1,3.43,-0.00011632156216417888,0.0019319816736794726
2,3.43,0.0431110205429317,0.10131965794015063
4,3.43,0.12470048917747062,0.24446838568096918
8,3.43,0.24089774310996953,0.30027772806439235
16,3.43,0.34670897445884913,0.2668557165368364
32,3.43,0.4386735900527588,0.20513102592608923
64,3.43,0.5295370592126034,0.13011569306421616
128,3.43,0.6374623448898733,0.028004455474827564
1,3.53,-0.0008445994225807496,0.003474424111833685
2,3.53,0.042436500021493684,0.09427701998770227
4,3.53,0.12086105733852731,0.23712781192256766
8,3.53,0.23580495971880727,0.3017654195795196
16,3.53,0.34106287926129214,0.27116296570597825
32,3.53,0.43220888299512855,0.21095754653460838
64,3.53,0.5164547276583495,0.14214090592139117
128,3.53,0.6339482042705444,0.03143243712373146
1,3.63,0.00029614749268241924,0.0009554875255916029
2,3.63,0.03993238879687061,0.0874626363551873
4,3.63,0.11517439422685866,0.23316747742083782
8,3.63,0.22908422241165266,0.3023392586654064
16,3.63,0.33907711399578083,0.2720626457837476
32,3.63,0.42977760965478445,0.21224798710811676
64,3.63,0.510193184917997,0.14778335568032305
128,3.63,0.633710368760505,0.03159040553756833
1,3.73,0.00045957635747811976,0.00039452881450441346
2,3.73,0.03798026371057245,0.08212476597058999
4,3.73,0.10946762772993812,0.22726040553471524
8,3.73,0.222077097886836,0.30520283954155314
16,3.73,0.33863449448815325,0.2722793826339027
32,3.73,0.42862008678293834,0.21303754056046892
64,3.73,0.5074743653673581,0.15029175232375364
128,3.73,0.6340161286755983,0.03128372762185734
1,3.84,0.0003484363788766598,-0.0001806648037239733
2,3.84,0.03400499149226954,0.076600971616192
4,3.84,0.10713773670338395,0.22235326083870585
8,3.84,0.21747625014285438,0.3051579736860824
16,3.84,0.3391780029603723,0.2708808968536475
32,3.84,0.42728836294474287,0.2140508839074403
64,3.84,0.5055758283618801,0.15212888699904747
128,3.84,0.6342876277338407,0.030964709385765374
1,3.94,-0.0007230431676144566,0.0021564637938407683
2,3.94,0.03191063710964115,0.06867651668761132
4,3.94,0.10713911449781,0.21452501686737846
8,3.94,0.21341954169376803,0.3049943285619544
16,3.94,0.33727225312214765,0.272633525595684
32,3.94,0.4253060121130163,0.21563491717139815
64,3.94,0.504083990750984,0.1535153632224704
128,3.94,0.6345930814926499,0.030641290784672107
1,4.04,-0.0018156568197313927,0.005336356078749771
2,4.04,0.026970106386216997,0.06567239329118058
4,4.04,0.10146136752577356,0.213250407680015
8,4.04,0.2126607516883911,0.3011537216482809
16,4.04,0.3360090640646351,0.272178345790559
32,4.04,0.4246205606080961,0.21617896856013885
64,4.04,0.5038197850045192,0.15357966586915298
128,4.04,0.6347224895596273,0.0304740642139745
1,4.14,-0.001886777683273999,0.007973185188558385
2,4.14,0.022231065256723692,0.06223686636717951
4,4.14,0.09730221277521967,0.20649730652434126
8,4.14,0.20903764147777198,0.29969242254408623
16,4.14,0.33435588095617014,0.27210919207679757
32,4.14,0.42340498288347067,0.2169114764462239
64,4.14,0.5028340969374767,0.1545611837960334
128,4.14,0.6346790334449499,0.03051072660961216
1,4.24,-0.000848438763799142,0.00588197302038862
2,4.24,0.02123808808596578,0.05761276201146137
4,4.24,0.09314008918206862,0.20155192399449595
8,4.24,0.20381603553058775,0.2984675688747537
16,4.24,0.33340028335973243,0.2723921388130769
32,4.24,0.422401358077615,0.21734300652019534
64,4.24,0.502597058315325,0.15472891789612547
128,4.24,0.6348121263441733,0.03030402787657261
1,4.35,-0.0017489694405691814,0.005524865837855053
2,4.35,0.016966364110419074,0.053479613944593274
4,4.35,0.08638400283346975,0.1979656807720217
8,4.35,0.19752792294013083,0.2996880435787114
16,4.35,0.32960269388372126,0.2745822212893361
32,4.35,0.42127067555115244,0.21801640220992718
64,4.35,0.5025106684145619,0.15476887608029144
128,4.35,0.6348751155992847,0.030196497614001262
1,4.45,-0.0013970557810762951,0.00588204282378163
2,4.45,0.015460613672987067,0.046656452196971676
4,4.45,0.08326609550535619,0.19021220314307968
8,4.45,0.1925774361915456,0.2999889241989885
16,4.45,0.32620107077123656,0.2753653274595649
32,4.45,0.42005899400710317,0.2187203526965158
64,4.45,0.5025075130926837,0.1547305576217802
128,4.45,0.6348333674256696,0.03018501587985143
1,4.55,-0.001400287918167431,0.004657664487503044
2,4.55,0.013012889140757766,0.0432485944065486
4,4.55,0.082770522959359,0.18059443596497549
8,4.55,0.18895383328704635,0.2974785200791348
16,4.55,0.3166984389421809,0.28313331273393627
32,4.55,0.41774303439668964,0.22015881878010304
64,4.55,0.5024047952043171,0.15478505065719939
128,4.55,0.6346421764541423,0.030272751473109673
1,4.65,-0.0021574347046057762,0.004408855785278221
2,4.65,0.01243137292812413,0.037855902213156156
4,4.65,0.08039431505640404,0.17384970544581085
8,4.65,0.1853082677553874,0.29643819735396126
16,4.65,0.31458192107495025,0.2821086580079224
32,4.65,0.41575777229560246,0.22111888247588532
64,4.65,0.5000379179041827,0.156735401425858
128,4.65,0.6324637129888306,0.03236488998974154
1,4.76,-0.0014607408445970749,0.005727772414145349
2,4.76,0.012547119725765332,0.03230605216155491
4,4.76,0.08018494858422981,0.16387971237124324
8,4.76,0.18486509686729907,0.29031136536557467
16,4.76,0.30922083880438583,0.2845175953980125
32,4.76,0.410002056793684,0.22603574768247778
64,4.76,0.4902658452451804,0.16502046038579465
128,4.76,0.6234717590190733,0.040839985029286874
1,4.86,-0.0008062898434287868,0.001487710918623486
2,4.86,0.012028495661154659,0.029936649953127725
4,4.86,0.07757781679499892,0.15815843810525082
8,4.86,0.17909794233916426,0.29111331631813464
16,4.86,0.3039858904293537,0.28706522344493013
32,4.86,0.4075230568193245,0.22730477795988202
64,4.86,0.48044824025330496,0.1731217632644536
128,4.86,0.6157569178705307,0.04783373552050509
1,4.96,-0.0009937702552947347,-0.0014957274557992895
2,4.96,0.011290396490564736,0.025727109772537282
4,4.96,0.07314684149898687,0.15446080121541012
8,4.96,0.17606107856911063,0.28767770937606146
16,4.96,0.30060726274708965,0.2877657398164174
32,4.96,0.4034018807371142,0.23046903916577302
64,4.96,0.4746433313521929,0.1779948387047999
128,4.96,0.6106251055551857,0.05264688281074055
1,5.06,0.00044309292169381065,-0.003722846637588484
2,5.06,0.010085821382639693,0.02181394574751727
4,5.06,0.06994171143117411,0.14953799491355896
8,5.06,0.17314710877505396,0.283000863756759
16,5.06,0.2967743614280047,0.28973602087848227
32,5.06,0.3985999775930819,0.23396071900615928
64,5.06,0.46671498284832874,0.18450509364296885
128,5.06,0.6052855955932768,0.057578494742125
1,5.16,-0.0009803396517215623,-0.0027947548569157155
2,5.16,0.010961184322879236,0.017353278283333662
4,5.16,0.06755014025818912,0.14410145459994794
8,5.16,0.17128345652186744,0.2808736335502725
16,5.16,0.29129442807785494,0.29305571441303074
32,5.16,0.3941977140101129,0.23772603573078224
64,5.16,0.44956580079418246,0.1993131405684378
128,5.16,0.5935386968806973,0.06860164726017405
1,5.27,-0.002465261277908748,-0.0008370764506547834
2,5.27,0.009015277354778528,0.01697190893931866
4,5.27,0.06472779576198845,0.1367494077426354
8,5.27,0.16753739763858183,0.2779657600803782
16,5.27,0.2879125994321868,0.29441401375339976
32,5.27,0.3878470973749785,0.24309838234755482
64,5.27,0.4409459773460433,0.20697082912554615
128,5.27,0.5873361720916865,0.0742181319740164
1,5.37,-0.0033709179109082665,-0.0002587055707686803
2,5.37,0.006553352617216401,0.01658955302160281
4,5.37,0.0612423706253164,0.13291587689855955
8,5.37,0.16137396505798485,0.2794452510712661
16,5.37,0.2853740270314668,0.29506284112380676
32,5.37,0.3867837462691703,0.24429056353777795
64,5.37,0.43237303373213004,0.2148890340734396
128,5.37,0.581740983095703,0.07935434982620411
1,5.47,0.00026688469600893994,-0.004810790927198605
2,5.47,0.005871355200760597,0.01500529611274215
4,5.47,0.060147165140415126,0.1257025670710307
8,5.47,0.15473267539696745,0.28283113193377596
16,5.47,0.2836964777923949,0.29400812189718223
32,5.47,0.3847844385192298,0.24611305158581312
64,5.47,0.43072482114497096,0.21596810566917338
128,5.47,0.5805848501998794,0.08033460014047347
1,5.57,-0.0005473968448194699,-0.006439314088895531
2,5.57,0.003939764266532475,0.014041336579428132
4,5.57,0.05765501845371418,0.11762788988251532
8,5.57,0.1471558333117206,0.2847475468923837
16,5.57,0.2839661284471772,0.29089526416412725
32,5.57,0.38482186625346443,0.24596550802361947
64,5.57,0.4286637244464539,0.2177554470130787
128,5.57,0.57971986315505,0.0810414349980005
1,5.67,-0.000543088063856001,-0.008278247306929498
2,5.67,0.0010075803786520066,0.012459730086106013
4,5.67,0.05391786530620796,0.11081234830031761
8,5.67,0.14586284938284427,0.2787466184820748
16,5.67,0.2808489824787505,0.29165172053319927
32,5.67,0.38260977592484896,0.24811104673885734
64,5.67,0.42757952640788627,0.21871799653208043
128,5.67,0.5790644241881602,0.08154573307979922
1,5.78,-0.001333024009928463,-0.005136041767848876
2,5.78,0.003751509939310005,0.007924434551433657
4,5.78,0.04938471809045103,0.10704782969341287
8,5.78,0.1411084716922093,0.2772005074207776
16,5.78,0.2798664404848941,0.29103352383073494
32,5.78,0.3805777216323944,0.24952782876510435
64,5.78,0.42842791152802334,0.21774242319990272
128,5.78,0.578911382426335,0.08156267137653789
1,5.88,-0.0014986085711184982,-0.005725888816925762
2,5.88,0.003427466140725588,0.008470241558884761
4,5.88,0.048536793778649,0.09963534533256901
8,5.88,0.1406670582164754,0.271343106287307
16,5.88,0.2783970087565681,0.2910761679046875
32,5.88,0.3791794769752483,0.2502565819891461
64,5.88,0.428396538882765,0.21790063202140822
128,5.88,0.5791076099523933,0.0813359644583845
1,5.98,-0.0007684352966433328,-0.006596942783800408
2,5.98,0.0017642294440951,0.008392102475697105
4,5.98,0.043457336814649306,0.10089172107437999
8,5.98,0.1372276656903893,0.2655254992709981
16,5.98,0.27597294163791636,0.29079625130011844
32,5.98,0.3776887907882584,0.25127692463148177
64,5.98,0.4288688228225708,0.21748713561455102
128,5.98,0.5793890856469206,0.08113755664754227
1,6.08,-0.0003068462072842726,-0.002931555421496035
2,6.08,0.004266804805900304,0.003675383818310507
4,6.08,0.0398445665397123,0.09606121786235366
8,6.08,0.13235796410537498,0.2612930196202255
16,6.08,0.27382033311051396,0.29050808320290433
32,6.08,0.3776160383576062,0.2511119833966311
64,6.08,0.42820935348661976,0.21827632821914028
128,6.08,0.5800331731179569,0.08062185243750157
1,6.18,-0.000192009234318391,-0.004538077993071099
2,6.18,0.004020814092671743,0.0019121765022414028
4,6.18,0.03956952199891023,0.08850638822368168
8,6.18,0.12796223853963545,0.25959679745898057
16,6.18,0.26974834003973863,0.2924505354587634
32,6.18,0.37523088892081796,0.25244592056646353
64,6.18,0.4285533814037514,0.21807394813129952
128,6.18,0.5807671737164435,0.08011925225888063
1,6.29,6.282246039268635e-06,-0.002660035914735903
2,6.29,0.0040887022453862665,0.002311529615748653
4,6.29,0.03579509268408704,0.08326057288303312
8,6.29,0.12536339647540656,0.25651899873621775
16,6.29,0.2668212698130413,0.2936659291999256
32,6.29,0.37256103686613334,0.2551445216679612
64,6.29,0.4289624739811794,0.21766882079189354
128,6.29,0.5815379315691327,0.07954279328705294
1,6.39,-0.0018360828395755369,-0.001509736761308944
2,6.39,0.002688012992281885,0.0017850450881021218
4,6.39,0.0360702086490004,0.07314259171456045
8,6.39,0.12150095574348085,0.25441207405978267
16,6.39,0.2634927613417532,0.2957961122433408
32,6.39,0.3715384349505903,0.2541171227521636
64,6.39,0.42882716154803163,0.21814017642764646
128,6.39,0.5822179259573941,0.07905745451198383
1,6.49,-0.0012753588504605395,-0.0012446543930185738
2,6.49,0.001987709518112446,0.0004485959326586131
4,6.49,0.03261612041574008,0.06944977655453866
8,6.49,0.11927936131841516,0.248766082293303
16,6.49,0.26173809350360905,0.295193144275641
32,6.49,0.3691524241353699,0.25557110944296313
64,6.49,0.4276038642267829,0.2193542358407075
128,6.49,0.58284448665995,0.07859307600300988
1,6.59,-0.00016726991824250748,0.0005429522535626008
2,6.59,0.0008438160983326171,0.0015692312179547696
4,6.59,0.03013342290303339,0.06513011071910163
8,6.59,0.11348261907767027,0.2485223656506746
16,6.59,0.25664023465351476,0.2966140521276497
32,6.59,0.36792195784507414,0.2556655175936726
64,6.59,0.42763105867403345,0.2195640895129248
128,6.59,0.5830293474887864,0.07851871997090334
1,6.69,0.0010950112489717667,0.0015082226379579122
2,6.69,0.0006515708460226866,-0.00034480694601185524
4,6.69,0.028474486057202986,0.05952996696252533
8,6.69,0.11246197314757128,0.24223433024871804
16,6.69,0.2517101784512836,0.29855917337126947
32,6.69,0.36595659424832244,0.2560027760310258
64,6.69,0.4264967106781969,0.2203926635745075
128,6.69,0.5828669460317075,0.07865608458278231
1,6.8,0.0015862451428949043,0.0013943611128013345
2,6.8,-0.001626446739980747,0.002585533024252018
4,6.8,0.02583259599446669,0.05701939484860441
8,6.8,0.11115590317150265,0.2386228846077706
16,6.8,0.24933605307710865,0.29711578769154523
32,6.8,0.364546575608569,0.25597432889000904
64,6.8,0.4250192746495231,0.2218000066490996
128,6.8,0.5825025237347574,0.07904595952742208
1,6.9,0.0015489445467499752,0.001138832829576386
2,6.9,-0.0020121246588337693,0.0008032929680169554
4,6.9,0.023208353774333612,0.05111051001580985
8,6.9,0.1080691428404838,0.23532529058781862
16,6.9,0.2470359672807862,0.29655585996977263
32,6.9,0.36174318404940303,0.25832963170464374
64,6.9,0.42231912738305394,0.22399048546973688
128,6.9,0.5819617439170972,0.07933551926593907
1,7.0,0.0016816700590581157,0.00248941649766532
2,7.0,-0.0011054392997942863,0.00047872461124415233
4,7.0,0.02449272589959145,0.04833139508858686
8,7.0,0.10791776669460812,0.22896345856297443
16,7.0,0.24601259928667313,0.2956870782843562
32,7.0,0.3615865430119776,0.2579356580625559
64,7.0,0.42182327632120736,0.22427853838414089
128,7.0,0.581596942245747,0.07947546427631623
