k,gamma,Smoothness,Curve structure
2,2.82,0.0268204536716648,0.0505651672433679
4,2.82,0.10014609765474819,0.13385620915032675
8,2.82,0.17677816224529025,0.184959630911188
16,2.82,0.25082660515186467,0.2036755094194541
32,2.82,0.33553248750480585,0.20013840830449825
64,2.82,0.4579777008842753,0.14932718185313343
128,2.82,0.5572318339100348,0.06880430603613996
1,2.92,0.0013994617454824998,0.0020146097654748507
2,2.92,0.023160322952710477,0.04998077662437522
4,2.92,0.09765474817377934,0.12881199538638985
8,2.92,0.17540945790080736,0.18389850057670132
16,2.92,0.24798154555940027,0.20319876970396
32,2.92,0.33391772395232605,0.19741637831603231
64,2.92,0.4531334102268359,0.1526336024605921
128,2.92,0.5527412533640907,0.0732948865820838
1,3.02,0.0009996155324875078,0.0020761245674740247
2,3.02,0.022529796232218346,0.0459361783929258
4,3.02,0.09539407920030757,0.12458285274894271
8,3.02,0.1729027297193388,0.17994617454825065
16,3.02,0.2476124567474049,0.19993848519800078
32,3.02,0.33111880046136105,0.19793925413302577
64,3.02,0.4495655517108805,0.1557708573625529
128,3.02,0.5514955786236064,0.07441753171856978
1,3.12,0.001307189542483711,0.0021068819684736395
2,3.12,0.019423298731257255,0.04452133794694352
4,3.12,0.08968858131487895,0.1269357939254133
8,3.12,0.17104190695886196,0.18082276047673967
16,3.12,0.24716647443291045,0.19915417147251058
32,3.12,0.32802768166089974,0.19850826605151864
64,3.12,0.4435063437139563,0.1584467512495194
128,3.12,0.5485736255286429,0.07746251441753171
1,3.22,0.0016762783544790882,0.0011841599384851964
2,3.22,0.017854671280276846,0.039261822376009226
4,3.22,0.08605920799692429,0.12475201845444062
8,3.22,0.16919646289888507,0.17903883121876205
16,3.22,0.24279892349096505,0.19980007689350246
32,3.22,0.3237985390234525,0.1992310649750096
64,3.22,0.43434063821607066,0.16256824298346792
128,3.22,0.5470972702806614,0.07832372164552096
1,3.33,0.0003537101114955976,0.004628988850442106
2,3.33,0.014732795078815863,0.03574009996155325
4,3.33,0.0848750480584391,0.12267589388696659
8,3.33,0.16499807766243757,0.17607074202229908
16,3.33,0.2417839292579777,0.19816993464052285
32,3.33,0.3214763552479815,0.198477508650519
64,3.33,0.4285274894271434,0.16226066897347174
128,3.33,0.5460976547481737,0.07849288735101884
1,3.43,0.0011534025374855816,0.0017070357554786475
2,3.43,0.01167243367935411,0.0338177623990773
4,3.43,0.0819377162629758,0.11887735486351403
8,3.43,0.16505959246443674,0.17247212610534407
16,3.43,0.2379853902345252,0.1993540945790081
32,3.43,0.3158169934640524,0.19810841983852362
64,3.43,0.42157631680123037,0.16545943867743174
128,3.43,0.5439446366782008,0.08129181084198385
1,3.53,-0.0008919646289888283,0.0013840830449826647
2,3.53,0.009550173010380636,0.030311418685121105
4,3.53,0.07978469819300277,0.11909265667051133
8,3.53,0.16244521337946943,0.17557862360630522
16,3.53,0.23540176855055756,0.19944636678200695
32,3.53,0.308558246828143,0.20161476355247981
64,3.53,0.4144252210688197,0.16818146866589773
128,3.53,0.5412226066897348,0.08364475201845444
1,3.63,-0.004490580545943812,0.000399846212994992
2,3.63,0.010196078431372546,0.02609765474817377
4,3.63,0.07733948481353331,0.11692425990003846
8,3.63,0.15992310649750097,0.1749942329873126
16,3.63,0.23223375624759707,0.1996309111880046
32,3.63,0.3057593233371781,0.20081507112648983
64,3.63,0.41445597846981935,0.16667435601691657
128,3.63,0.5403921568627452,0.08447520184544406
1,3.73,-0.004475201845444032,-0.004505959246443703
2,3.73,0.009565551710880416,0.02134563629373315
4,3.73,0.07269511726259131,0.11366397539407924
8,3.73,0.15824682814302188,0.17254901960784313
16,3.73,0.23077277970011528,0.19973856209150326
32,3.73,0.30217608612072283,0.20276816608996545
64,3.73,0.4106266820453672,0.16708958093041137
128,3.73,0.5386236063052672,0.0849519415609381
1,3.84,-0.003152633602460597,-0.00032295271049598284
2,3.84,0.008781237985390267,0.02019223375624757
4,3.84,0.06966551326412918,0.11494040753556328
8,3.84,0.15669357939254136,0.17170319108035373
16,3.84,0.22877354863514027,0.20007689350249902
32,3.84,0.30223760092272206,0.20043060361399465
64,3.84,0.4080738177623991,0.16770472895040367
128,3.84,0.5373779315647829,0.08561322568242984
1,3.94,-0.002968089196462853,-0.002660515186466761
2,3.94,0.006935793925413325,0.01674740484429066
4,3.94,0.06731257208765862,0.1105267204921184
8,3.94,0.15495578623606304,0.17322568242983466
16,3.94,0.2281276432141484,0.19534025374855818
32,3.94,0.3008227604767398,0.19990772779700114
64,3.94,0.40747404844290663,0.1671357170319108
128,3.94,0.5350249903883122,0.08775086505190312
1,4.04,-0.0005690119184928455,-0.0011534025374856371
2,4.04,0.005167243367935448,0.016086120722798913
4,4.04,0.06548250672818151,0.10835832372164556
8,4.04,0.15438677431757014,0.16724336793540948
16,4.04,0.2277893118031526,0.19657054978854288
32,4.04,0.29773164167627836,0.1991849288735102
64,4.04,0.4044136870434449,0.16927335640138408
128,4.04,0.5327335640138409,0.0897039600153787
1,4.14,-0.0012456747404843704,-0.0029988465974625234
2,4.14,0.0048904267589388595,0.014271434063821586
4,4.14,0.06319108035371007,0.10440599769319489
8,4.14,0.15024990388312187,0.16704344482891195
16,4.14,0.22711264898116118,0.1930334486735871
32,4.14,0.29773164167627847,0.1992464436755094
64,4.14,0.4029680891964628,0.1710880430603614
128,4.14,0.5287658592848905,0.09382545174932719
1,4.24,0.001937716262975786,-0.0008612072279892691
2,4.24,0.00273740868896577,0.012518262206843545
4,4.24,0.06013071895424843,0.10199154171472508
8,4.24,0.15068050749711653,0.16405997693194926
16,4.24,0.22434448289119574,0.19432525951557095
32,4.24,0.29754709727028067,0.19973856209150326
64,4.24,0.40230680507497113,0.16959630911188
128,4.24,0.5257208765859285,0.09634755863129565
1,4.35,-0.00032295271049592733,0.0050595924644367685
2,4.35,0.0017377931564783178,0.015301806997308709
4,4.35,0.05880815071126494,0.10106881968473663
8,4.35,0.1484352172241446,0.15846212995001918
16,4.35,0.22246828143021918,0.1929104190695886
32,4.35,0.2959477124183007,0.19896962706651286
64,4.35,0.4005997693194924,0.1705036524413687
128,4.35,0.5201999231064975,0.10097654748173779
1,4.45,-0.0009227220299884986,0.005321030372933522
2,4.45,0.0022606689734717134,0.01050365244136875
4,4.45,0.05799307958477512,0.09806997308727411
8,4.45,0.14469819300269132,0.159923106497501
16,4.45,0.21931564782775864,0.19344867358708187
32,4.45,0.2957170319108035,0.19855440215301806
64,4.45,0.3946020761245675,0.17653210303729333
128,4.45,0.5096347558631296,0.11028066128412148
1,4.55,0.0007535563244905896,0.0050595924644367685
2,4.55,0.0028911956939638994,0.00839677047289511
4,4.55,0.053825451749327236,0.09602460592079964
8,4.55,0.1411764705882353,0.16079969242599002
16,4.55,0.21671664744329106,0.19321799307958476
32,4.55,0.29374855824682816,0.1977854671280277
64,4.55,0.38665128796616693,0.1791926182237601
128,4.55,0.5010841983852365,0.11747789311803152
1,4.65,0.0012918108419838759,0.002983467896962688
2,4.65,0.0027220299884659904,0.004628988850442162
4,4.65,0.05151864667435607,0.09171856978085352
8,4.65,0.14025374855824685,0.15892349096501346
16,4.65,0.2155478662053057,0.19161860822760476
32,4.65,0.2904113802383698,0.19952326028450593
64,4.65,0.38495963091118807,0.17851595540176854
128,4.65,0.49333333333333335,0.12279892349096504
1,4.76,0.0003537101114955976,0.0013687043444829405
2,4.76,0.001014994232987343,0.004183006535947775
4,4.76,0.05116493656286042,0.09001153402537482
8,4.76,0.13433294886582087,0.1599846212995002
16,4.76,0.21490196078431373,0.18940407535563245
32,4.76,0.2865051903114187,0.1972472126105344
64,4.76,0.3767320261437909,0.17677816224529025
128,4.76,0.4856286043829297,0.12552095347943099
1,4.86,0.00024605920799691816,0.002891195693963844
2,4.86,0.0009534794309880579,0.005659361783929229
4,4.86,0.04921184159938491,0.08756632064590542
8,4.86,0.1335640138408305,0.16056901191849288
16,4.86,0.2132256824298347,0.19169550173010377
32,4.86,0.2827066512879662,0.19895424836601305
64,4.86,0.3736409073433295,0.17608612072279894
128,4.86,0.48043060361399464,0.12696655132641294
1,4.96,0.002660515186466761,-0.00622837370242213
2,4.96,0.00347558631295658,0.003014225297962303
4,4.96,0.04621299500192233,0.08684352172241444
8,4.96,0.12890426758938872,0.15864667435601695
16,4.96,0.2106574394463669,0.19164936562860438
32,4.96,0.2836139946174549,0.19687812379853903
64,4.96,0.3697962322183776,0.17753171856978087
128,4.96,0.4778008458285275,0.12550557477893118
1,5.06,0.0023068050749711633,-0.002860438292964229
2,5.06,0.0007227989234909749,0.004013840830449811
4,5.06,0.0425221068819685,0.08644367550941945
8,5.06,0.12933487120338333,0.1542483660130719
16,5.06,0.21065743944636678,0.18448289119569392
32,5.06,0.2801999231064975,0.19653979238754327
64,5.06,0.3646751249519416,0.1786236063052672
128,5.06,0.47028066128412155,0.12896578239138792
1,5.16,0.0017377931564783178,-0.0043214148404459585
2,5.16,-0.00033833141099576247,0.00282968089196467
4,5.16,0.04067666282199156,0.08724336793540949
8,5.16,0.1270895809304114,0.15449442522106882
16,5.16,0.20792003075740112,0.18466743560169163
32,5.16,0.27381776239907735,0.1994156093810073
64,5.16,0.3506958861976163,0.18159169550173007
128,5.16,0.45207227989234905,0.14320645905420992
1,5.27,0.001245674740484426,-0.00342945021145713
2,5.27,-0.002921953094963403,0.002214532871972319
4,5.27,0.03693963860053828,0.08246059207996925
8,5.27,0.12719723183391002,0.15183391003460206
16,5.27,0.20433679354094586,0.1890811226451365
32,5.27,0.2704190695886198,0.19623221837754706
64,5.27,0.34159169550173013,0.1841445597846982
128,5.27,0.4386312956555171,0.15320261437908494
1,5.37,-0.00032295271049592733,-0.0028143021914648347
2,5.37,-0.004167627835447885,0.0005382545174932862
4,5.37,0.035109573241061176,0.07577085736255296
8,5.37,0.12602845059592466,0.14651287966166854
16,5.37,0.202645136485967,0.18778931180315267
32,5.37,0.26675893886966556,0.19832372164552092
64,5.37,0.333517877739331,0.19148019992310644
128,5.37,0.42974240676662817,0.16113802383698578
1,5.47,0.00287581699346412,-0.004628988850442106
2,5.47,-0.001937716262975786,-0.004059976931949316
4,5.47,0.0350019223375625,0.06708189158016148
8,5.47,0.12250672818146863,0.14978854286812765
16,5.47,0.20219915417147244,0.18672818146866593
32,5.47,0.2640369088811995,0.2
64,5.47,0.3269819300269127,0.1936178392925798
128,5.47,0.4241138023836987,0.1656901191849289
1,5.57,0.0014609765474817293,-0.00032295271049598284
2,5.57,-0.00199923106497496,-0.004736639753940786
4,5.57,0.03181853133410234,0.06722029988465977
8,5.57,0.1227527873894656,0.14778931180315263
16,5.57,0.1994309880815071,0.1869127258746636
32,5.57,0.264559784698193,0.200399846212995
64,5.57,0.32481353325643986,0.1936639753940792
128,5.57,0.41886966551326416,0.1692425990003845
1,5.67,-0.00015378700499807385,0.0034448289119569653
2,5.67,-0.0019069588619761713,-0.00282968089196467
4,5.67,0.029850057670126884,0.06457516339869274
8,5.67,0.12015378700499812,0.14841983852364476
16,5.67,0.19680123029603996,0.1808381391772395
32,5.67,0.2602691272587467,0.19881584006151476
64,5.67,0.3243521722414456,0.19089580930411382
128,5.67,0.4181161091887737,0.16830449826989619
1,5.78,0.00073817762399081,-0.0001230296039985146
2,5.78,-0.0022760476739715485,-0.00012302960399845908
4,5.78,0.030926566705113456,0.06202229911572471
8,5.78,0.11872356785851595,0.1446828143021914
16,5.78,0.19621683967704734,0.1824990388312188
32,5.78,0.2581930026912726,0.20089196462898884
64,5.78,0.3244598231449442,0.19103421760861206
128,5.78,0.41663975394079195,0.16904267589388697
1,5.88,0.000968858131487893,-0.0007227989234910304
2,5.88,-0.0027220299884659904,-0.0017993079584774918
4,5.88,0.027251057285659408,0.06046905036524414
8,5.88,0.11586312956555173,0.14028450595924646
16,5.88,0.19509419454056137,0.1812533640907343
32,5.88,0.25622452902729725,0.20095347943098812
64,5.88,0.3246905036524414,0.19132641291810845
128,5.88,0.41440984236831985,0.16998077662437522
1,5.98,0.002798923490965055,-0.001660899653979253
2,5.98,-0.0030449826989619178,3.075740099961477e-05
4,5.98,0.02695886197616304,0.05713187235678591
8,5.98,0.11470972702806614,0.1422068435217224
16,5.98,0.19480199923106495,0.18142252979623222
32,5.98,0.2570549788542868,0.1989234909650135
64,5.98,0.32529027297193386,0.19100346020761244
128,5.98,0.41450211457131875,0.1706881968473664
1,6.08,-4.61361014993944e-05,0.0018915801614763361
2,6.08,-0.0014609765474817293,-0.00013840830449829422
4,6.08,0.027374086889657867,0.052995001922337526
8,6.08,0.11189542483660131,0.14194540561322572
16,6.08,0.19324875048058437,0.17805459438677426
32,6.08,0.25608612072279896,0.19884659746251448
64,6.08,0.3252133794694348,0.1899423298731257
128,6.08,0.41322568242983465,0.17242599000384468
1,6.18,-0.002798923490964944,0.006520569011918498
2,6.18,-0.0011380238369857465,0.0004306036139946068
4,6.18,0.024621299500192262,0.049627066512879625
8,6.18,0.10929642445213383,0.1411918492887351
16,6.18,0.1917416378316033,0.17885428681276433
32,6.18,0.2563936947327951,0.19693963860053823
64,6.18,0.32429065743944635,0.19080353710111497
128,6.18,0.4129027297193388,0.17299500192233758
1,6.29,-0.0004921184159938363,0.004767397154940345
2,6.29,-0.0009688581314878375,-0.002599000384467476
4,6.29,0.023913879277201067,0.04550557477893119
8,6.29,0.10891195693963862,0.1375778546712803
16,6.29,0.19075740099961552,0.1799000384467513
32,6.29,0.2544405997693195,0.19849288735101883
64,6.29,0.32367550941945405,0.18985005767012686
128,6.29,0.4111034217608612,0.17427143406382162
1,6.39,-0.0022760476739715485,0.009411764705882342
2,6.39,-0.00046136101499422155,-0.003690888119953828
4,6.39,0.02086889657823915,0.04516724336793543
8,6.39,0.10549788542868127,0.1360092272202999
16,6.39,0.18834294502114574,0.17942329873125717
32,6.39,0.2538869665513264,0.19975394079200312
64,6.39,0.3217531718569781,0.18955786236063055
128,6.39,0.4103498654363706,0.1758861976163014
1,6.49,-0.0033217993079584507,0.008212226066897366
2,6.49,-0.0006766628219915805,-0.0030142252979623585
4,6.49,0.017808535178777396,0.04690503652441369
8,6.49,0.10288350634371396,0.13727028066128413
16,6.49,0.18658977316416764,0.17954632833525566
32,6.49,0.2542560553633218,0.1954171472510573
64,6.49,0.3194771241830065,0.19321799307958482
128,6.49,0.40938100730488275,0.17491733948481353
1,6.59,0.0010611303344867928,0.001768550557477877
2,6.59,-0.0010611303344867373,0.000907343329488719
4,6.59,0.01585544021530183,0.048981161091887715
8,6.59,0.10062283737024225,0.13817762399077277
16,6.59,0.18502114571318723,0.17742406766628227
32,6.59,0.2522106881968474,0.1958016147635525
64,6.59,0.3179238754325259,0.19375624759707805
128,6.59,0.4083967704728951,0.17623990772779702
1,6.69,0.002921953094963514,-0.002183775470972704
2,6.69,-0.0008458285274894339,0.0005382545174932862
4,6.69,0.016270665128796657,0.04349096501345634
8,6.69,0.09856209150326795,0.13479430988081503
16,6.69,0.18460592079969235,0.1774702037677816
32,6.69,0.25034986543637067,0.19800076893502494
64,6.69,0.3176316801230296,0.1917723952326029
128,6.69,0.40605920799692424,0.17722414455978472
1,6.8,0.0006612841214917453,-0.0015224913494809589
2,6.8,0.0020607458669743006,-0.0018454440599769417
4,6.8,0.01388696655132643,0.04166089965397923
8,6.8,0.09653210303729337,0.13245674740484434
16,6.8,0.1837754709727028,0.17614763552479817
32,6.8,0.24859669357939257,0.19772395232602846
64,6.8,0.3172933487120339,0.1917416378316032
128,6.8,0.4072279892349096,0.17667051134179163
1,6.9,-0.002368319876970393,6.151480199922954e-05
2,6.9,-0.0002153018069973034,0.0034448289119569098
4,6.9,0.013041138023836996,0.033710111495578676
8,6.9,0.09451749327181858,0.1326566705113418
16,6.9,0.18128412149173395,0.17584006151480203
32,6.9,0.2486120722798923,0.1960476739715494
64,6.9,0.3181545559400231,0.1913417916186082
128,6.9,0.40696655132641285,0.17637831603229526
1,7.0,-0.002183775470972704,0.001660899653979253
2,7.0,-0.000507497116493616,0.0023836985774701724
4,7.0,0.014317570165321036,0.030249903883121876
8,7.0,0.09170319108035374,0.1334102268358324
16,7.0,0.17910034602076136,0.17731641676278354
32,7.0,0.24948865820838145,0.1984313725490196
64,7.0,0.31718569780853517,0.19123414071510952
128,7.0,0.40601307189542485,0.17656286043829295
